il,fiyat(TRY),marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,cekisTipi,takasUygunluk,saticiTuru,hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı,fiyat_temiz,km_temiz,yil_temiz,motor_gucu_temiz,motor_hacmi_temiz,arac_yasi,km_per_yas,hasar_skoru,log_fiyat,marka_populerlik,marka_populerlik_log
Gaziantep,575.000 TL,Volkswagen,Golf,1.6 Trendline,181.000 km,2010.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,18.000,0,0,1,2,10,575000,181000.0,2010.0,102.0,1595.0,14.0,12928.57142857143,8.0,13.26212705890841,809,6.697034247666484
Gaziantep,430.000 TL,Volkswagen,Passat,1.9 TDi Comfortline,295.000 km,2004.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,13,0,0,430000,295000.0,2004.0,130.0,1896.0,20.0,14750.0,26.0,12.971542813248437,809,6.697034247666484
Denizli,260.000 TL,Volkswagen,Polo,1.6,296.000 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,260000,296000.0,1998.0,75.0,1598.0,26.0,11384.615384615385,0.0,12.468440756144114,809,6.697034247666484
Bolu,260.000 TL,Volkswagen,Polo,1.6 Comfortline Classic,255.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Bilinmiyor,Bilinmiyor,Sahibinden,Bilinmiyor,4,0,9,0,0,260000,255000.0,2000.0,100.0,1499.0,24.0,10625.0,18.0,12.468440756144114,809,6.697034247666484
Bursa,485.000 TL,Volkswagen,Jetta,1.6 FSi Comfortline,272.000 km,2007.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,0,0,13,485000,272000.0,2007.0,115.0,1598.0,17.0,16000.0,0.0,13.091906231773164,809,6.697034247666484
Bilecik,395.000 TL,Volkswagen,Bora,1.6 Highline,360.000 km,2002.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,395000,360000.0,2002.0,105.0,1595.0,22.0,16363.636363636364,0.0,12.886643575525625,809,6.697034247666484
Konya,250.000 TL,Volkswagen,Polo,1.6,265.000 km,1999.0,Düz,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,0,0,13,250000,265000.0,1999.0,75.0,1598.0,25.0,10600.0,0.0,12.429220196836383,809,6.697034247666484
İstanbul,725.000 TL,Volkswagen,EOS,1.6 FSi Comfortline,188.200 km,2007.0,Düz,Benzin,Bilinmiyor,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,16.047,7,0,2,0,4,725000,188200.0,2007.0,115.0,1598.0,17.0,11070.588235294117,4.0,13.493928313146206,809,6.697034247666484
Konya,405.000 TL,Volkswagen,Bora,1.6 Pacific,320.000 km,2003.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,11,0,1,1,0,405000,320000.0,2003.0,105.0,1595.0,21.0,15238.095238095239,5.0,12.91164481522143,809,6.697034247666484
İzmir,580.000 TL,Volkswagen,Passat Variant,1.8 TSi Comfortline,374.500 km,2008.0,Yarı Otomatik,Benzin,Station wagon,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,1,2,10,580000,374500.0,2008.0,160.0,1798.0,16.0,23406.25,8.0,13.270785106659046,809,6.697034247666484
Ankara,245.000 TL,Volkswagen,Polo,1.6,297.000 km,1996.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,4,0,9,245000,297000.0,1996.0,75.0,1598.0,28.0,10607.142857142857,8.0,12.409017571151187,809,6.697034247666484
Kahramanmaraş,578.500 TL,Volkswagen,Polo,1.4 Comfortline,227.500 km,2013.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,10.419,9,1,1,2,0,578500,227500.0,2013.0,85.0,1390.0,11.0,20681.81818181818,9.0,13.268195554222844,809,6.697034247666484
İstanbul,521.500 TL,Volkswagen,Polo,1.4 Comfortline,280.000 km,2010.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,9.000,13,0,0,0,0,521500,280000.0,2010.0,85.0,1390.0,14.0,20000.0,0.0,13.164466470966667,809,6.697034247666484
İstanbul,530.000 TL,Volkswagen,Passat,1.6 FSi Comfortline,236.000 km,2006.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,tutarı belirtilmemiş,0,2,0,3,8,530000,236000.0,2006.0,115.0,1598.0,18.0,13111.111111111111,11.0,13.180634172318978,809,6.697034247666484
Batman,690.000 TL,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,203.000 km,2016.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,10,0,3,0,0,690000,203000.0,2016.0,125.0,1395.0,8.0,25375.0,6.0,13.444448325847754,809,6.697034247666484
Aydın,625.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,245.000 km,2014.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,12.000,0,1,8,1,3,625000,245000.0,2014.0,105.0,1598.0,10.0,24500.0,20.0,13.345508528717259,809,6.697034247666484
İstanbul,610.000 TL,Volkswagen,Polo,1.2 TDi BlueMotion,128.000 km,2011.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,12.903,0,1,2,1,9,610000,128000.0,2011.0,75.0,1199.0,13.0,9846.153846153846,8.0,13.321215875492413,809,6.697034247666484
Ankara,360.000 TL,Volkswagen,Bora,1.6 Pacific,262.000 km,2005.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,13,0,0,360000,262000.0,2005.0,105.0,1595.0,19.0,13789.473684210527,26.0,12.793862088206213,809,6.697034247666484
Ankara,525.000 TL,Volkswagen,Polo,1.2 TDi BlueMotion,233.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,5.700,10,1,2,0,0,525000,233000.0,2012.0,75.0,1199.0,12.0,19416.666666666668,5.0,13.171155446333852,809,6.697034247666484
Manisa,485.000 TL,Volkswagen,Polo,1.4 Basicline,195.000 km,2005.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,4.000,0,0,4,1,8,485000,195000.0,2005.0,75.0,1390.0,19.0,10263.157894736842,11.0,13.091906231773164,809,6.697034247666484
Konya,665.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,230.000 km,2010.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,540,13,0,0,0,0,665000,230000.0,2010.0,105.0,1598.0,14.0,16428.571428571428,0.0,13.407543823396258,809,6.697034247666484
Bursa,570.000 TL,Volkswagen,Polo,1.2 TDi Trendline,197.000 km,2014.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,7.000,9,0,3,1,0,570000,197000.0,2014.0,75.0,1199.0,10.0,19700.0,9.0,13.25339339419516,809,6.697034247666484
Ankara,210.000 TL,Volkswagen,Vento,1.9 TDi CL,136.000 km,1994.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı belirtilmemiş,0,0,0,0,13,210000,136000.0,1994.0,90.0,1896.0,30.0,4533.333333333333,0.0,12.25486757159303,809,6.697034247666484
Yalova,280.000 TL,Volkswagen,Polo,1.6,257.700 km,1999.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,13,0,0,280000,257700.0,1999.0,75.0,1598.0,25.0,10308.0,26.0,12.54254845357358,809,6.697034247666484
Burdur,585.000 TL,Volkswagen,Passat,1.6 FSi Trendline,280.000 km,2006.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,585000,280000.0,2006.0,115.0,1598.0,18.0,15555.555555555555,0.0,13.279368835614243,809,6.697034247666484
Ankara,420.000 TL,Volkswagen,Passat,1.9 TDi Comfortline,389.000 km,2004.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,4.700,4,0,9,0,0,420000,389000.0,2004.0,130.0,1896.0,20.0,19450.0,18.0,12.948012371209098,809,6.697034247666484
Manisa,220.000 TL,Volkswagen,Polo,1.6,350.000 km,1997.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,1,0,4,1,7,220000,350000.0,1997.0,75.0,1598.0,27.0,12962.962962962964,11.0,12.301387370778713,809,6.697034247666484
Artvin,555.555 TL,Volkswagen,Jetta,1.4 TSi Comfortline,208.500 km,2008.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,6.750,0,0,3,0,10,555555,208500.0,2008.0,140.0,1390.0,16.0,13031.25,6.0,13.227724693061836,809,6.697034247666484
Ankara,635.000 TL,Volkswagen,Jetta,1.6 TDi Exclusive,229.000 km,2010.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,5.189,0,0,1,0,12,635000,229000.0,2010.0,105.0,1598.0,14.0,16357.142857142857,2.0,13.361381852676738,809,6.697034247666484
Hatay,460.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,200.000 km,2010.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,0,0,13,460000,200000.0,2010.0,105.0,1598.0,14.0,14285.714285714286,0.0,13.038983942375959,809,6.697034247666484
Ankara,240.000 TL,Volkswagen,Polo,1.6,254.000 km,1999.0,Düz,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,0,13,240000,254000.0,1999.0,75.0,1598.0,25.0,10160.0,0.0,12.388398368982115,809,6.697034247666484
Antalya,635.000 TL,Volkswagen,Polo,1.2 Trendline,124.000 km,2013.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,635000,124000.0,2013.0,70.0,1198.0,11.0,11272.727272727272,0.0,13.361381852676738,809,6.697034247666484
Konya,239.000 TL,Volkswagen,Polo,1.6 Classic,317.500 km,1997.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,21.000,0,4,7,2,0,239000,317500.0,1997.0,100.0,1595.0,27.0,11759.25925925926,24.0,12.384223015005313,809,6.697034247666484
Samsun,495.000 TL,Volkswagen,Passat,1.6 Exclusive,235.000 km,2004.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,495000,235000.0,2004.0,102.0,1595.0,20.0,11750.0,0.0,13.112315061750808,809,6.697034247666484
Şanlıurfa,225.000 TL,Volkswagen,Polo,1.6,290.000 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,12.600,0,0,0,0,13,225000,290000.0,1998.0,75.0,1598.0,26.0,11153.846153846154,0.0,12.323860125621126,809,6.697034247666484
İzmir,310.000 TL,Volkswagen,Polo,1.4 TDi Trendline,306.676 km,2002.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,310000,306676.0,2002.0,75.0,1422.0,22.0,13939.818181818182,0.0,12.644330802262578,809,6.697034247666484
Hatay,225.000 TL,Volkswagen,Polo,1.6,257.000 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,4,3,6,225000,257000.0,1998.0,75.0,1598.0,26.0,9884.615384615385,17.0,12.323860125621126,809,6.697034247666484
Ankara,460.000 TL,Volkswagen,Bora,1.6 Primeline,140.000 km,2003.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,0,0,13,460000,140000.0,2003.0,102.0,1595.0,21.0,6666.666666666667,0.0,13.038983942375959,809,6.697034247666484
Diyarbakır,628.000 TL,Volkswagen,Jetta,1.6 TDi Trendline,290.000 km,2012.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,1,1,11,628000,290000.0,2012.0,105.0,1598.0,12.0,24166.666666666668,5.0,13.350297037805756,809,6.697034247666484
Şırnak,510.000 TL,Volkswagen,Jetta,1.4 TSi Comfortline,294.000 km,2008.0,Yarı Otomatik,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,28.000,3,0,6,2,2,510000,294000.0,2008.0,140.0,1390.0,16.0,18375.0,18.0,13.1421679654829,809,6.697034247666484
Bursa,520.000 TL,Volkswagen,Golf,1.6 Pacific,257.500 km,2003.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,2,0,11,520000,257500.0,2003.0,105.0,1595.0,21.0,12261.904761904761,4.0,13.161586013632684,809,6.697034247666484
Tekirdağ,300.000 TL,Volkswagen,Polo,1.4 Comfortline,198.250 km,2000.0,Düz,Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,2.000,5,4,2,2,0,300000,198250.0,2000.0,100.0,1390.0,24.0,8260.416666666666,14.0,12.611541086966115,809,6.697034247666484
Ankara,330.000 TL,Volkswagen,Polo,1.6 Comfortline Classic,217.000 km,2001.0,Otomatik,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,330000,217000.0,2001.0,100.0,1595.0,23.0,9434.782608695652,0.0,12.706850963741102,809,6.697034247666484
İstanbul,750.000 TL,Volkswagen,Polo,1.4 TDi Comfortline,163.000 km,2017.0,Yarı Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,4.524,0,0,4,1,8,750000,163000.0,2017.0,90.0,1422.0,7.0,23285.714285714286,11.0,13.527829818844937,809,6.697034247666484
Konya,520.000 TL,Volkswagen,Jetta,1.9 TDi Primeline,238.000 km,2009.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,400,0,1,1,0,11,520000,238000.0,2009.0,105.0,1896.0,15.0,15866.666666666666,3.0,13.161586013632684,809,6.697034247666484
Kocaeli,560.000 TL,Volkswagen,Polo,1.2 TSi Comfortline,234.000 km,2015.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,3.500,0,0,7,1,5,560000,234000.0,2015.0,90.0,1197.0,9.0,26000.0,17.0,13.235693848424024,809,6.697034247666484
Gaziantep,425.000 TL,Volkswagen,Golf,1.6 FSi Comfortline,293.000 km,2007.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,2,2,9,425000,293000.0,2007.0,115.0,1598.0,17.0,17235.29411764706,10.0,12.959846800844963,809,6.697034247666484
Kocaeli,630.000 TL,Volkswagen,Touran,1.4 TSi Comfortline,150.000 km,2008.0,Yarı Otomatik,Benzin,MPV,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,13.000,0,1,1,1,10,630000,150000.0,2008.0,140.0,1390.0,16.0,9375.0,6.0,13.353476685668044,809,6.697034247666484
Malatya,210.000 TL,Volkswagen,Polo,1.6,212.000 km,1997.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,11,2,0,210000,212000.0,1997.0,75.0,1598.0,27.0,7851.851851851852,28.0,12.25486757159303,809,6.697034247666484
Kütahya,450.000 TL,Volkswagen,Polo,1.4 Comfortline,190.000 km,2005.0,Düz,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,13,0,0,0,0,450000,190000.0,2005.0,75.0,1390.0,19.0,10000.0,0.0,13.017005083966255,809,6.697034247666484
Kütahya,350.000 TL,Volkswagen,Polo,1.6,235.000 km,1999.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,1,0,1,11,350000,235000.0,1999.0,75.0,1598.0,25.0,9400.0,4.0,12.765691290604371,809,6.697034247666484
Afyonkarahisar,520.000 TL,Volkswagen,Passat,1.9 TDi Highline,444.000 km,2003.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,10,3,0,0,0,520000,444000.0,2003.0,130.0,1896.0,21.0,21142.85714285714,3.0,13.161586013632684,809,6.697034247666484
Denizli,435.000 TL,Volkswagen,Bora,1.6 Pacific,318.000 km,2004.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,1,0,12,435000,318000.0,2004.0,105.0,1595.0,20.0,15900.0,2.0,12.983103608918753,809,6.697034247666484
Ankara,360.000 TL,Volkswagen,Golf,1.6 Comfortline,377.000 km,2000.0,Düz,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,360000,377000.0,2000.0,105.0,1595.0,24.0,15708.333333333334,0.0,12.793862088206213,809,6.697034247666484
Düzce,445.008 TL,Volkswagen,Passat,1.8 Comfortline,191.000 km,1999.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,2,10,0,1,445008,191000.0,1999.0,125.0,1781.0,25.0,7640.0,22.0,13.005849785662962,809,6.697034247666484
İstanbul,440.000 TL,Volkswagen,Polo,1.2 TDi Trendline,196.000 km,2011.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,6,3,4,440000,196000.0,2011.0,75.0,1199.0,13.0,15076.923076923076,21.0,12.994532278619134,809,6.697034247666484
Isparta,510.000 TL,Volkswagen,Polo,1.4 Comfortline,123.000 km,2011.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,5.900,0,0,9,4,0,510000,123000.0,2011.0,85.0,1390.0,13.0,9461.538461538461,30.0,13.1421679654829,809,6.697034247666484
İzmir,285.000 TL,Volkswagen,Polo,1.6 Classic,75.000 km,1997.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,0,0,13,0,0,285000,75000.0,1997.0,100.0,1595.0,27.0,2777.777777777778,26.0,12.560247968016562,809,6.697034247666484
Kırklareli,495.000 TL,Volkswagen,Polo,1.2 TDi Trendline,209.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,1.700,0,1,1,1,10,495000,209000.0,2012.0,75.0,1199.0,12.0,17416.666666666668,6.0,13.112315061750808,809,6.697034247666484
Gaziantep,755.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,278.450 km,2015.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,1,1,11,755000,278450.0,2015.0,105.0,1598.0,9.0,30938.88888888889,5.0,13.534474352733596,809,6.697034247666484
İzmir,300.000 TL,Volkswagen,Polo,1.6 Classic,308.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,13,0,0,0,0,300000,308000.0,2000.0,75.0,1598.0,24.0,12833.333333333334,0.0,12.611541086966115,809,6.697034247666484
Osmaniye,355.000 TL,Volkswagen,Passat,1.6 Trendline,299.500 km,2004.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,5,2,6,355000,299500.0,2004.0,102.0,1595.0,20.0,14975.0,16.0,12.779875885354993,809,6.697034247666484
İzmir,450.000 TL,Volkswagen,Touran,1.6 FSi Trendline,279.000 km,2004.0,Düz,LPG & Benzin,MPV,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,11,0,2,0,0,450000,279000.0,2004.0,115.0,1598.0,20.0,13950.0,4.0,13.017005083966255,809,6.697034247666484
İzmir,615.000 TL,Volkswagen,Golf,1.6 FSi Midline,163.500 km,2007.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,tutarı yok,6,0,7,0,0,615000,163500.0,2007.0,115.0,1598.0,17.0,9617.64705882353,14.0,13.329379172803593,809,6.697034247666484
İstanbul,450.000 TL,Volkswagen,Polo,1.4 TDi,237.000 km,2008.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,3,0,10,450000,237000.0,2008.0,100.0,1499.0,16.0,14812.5,6.0,13.017005083966255,809,6.697034247666484
Ankara,275.000 TL,Volkswagen,Polo,1.6 Classic,280.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,275000,280000.0,2000.0,100.0,1595.0,24.0,11666.666666666666,0.0,12.524530013005734,809,6.697034247666484
Antalya,300.000 TL,Volkswagen,Polo,1.4 Highline,300.000 km,2001.0,Düz,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,0,0,0,0,13,300000,300000.0,2001.0,75.0,1390.0,23.0,13043.478260869566,0.0,12.611541086966115,809,6.697034247666484
Ankara,330.000 TL,Volkswagen,Bora,1.6 Comfortline,298.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,4.000,2,0,11,0,0,330000,298000.0,2000.0,105.0,1595.0,24.0,12416.666666666666,22.0,12.706850963741102,809,6.697034247666484
Bitlis,490.000 TL,Volkswagen,Jetta,1.6 Midline,216.000 km,2006.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,8.000,9,0,0,4,0,490000,216000.0,2006.0,102.0,1595.0,18.0,12000.0,12.0,13.102162710901053,809,6.697034247666484
Edirne,450.000 TL,Volkswagen,Golf,1.6 FSi Comfortline,194.000 km,2008.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,450000,194000.0,2008.0,115.0,1598.0,16.0,12125.0,0.0,13.017005083966255,809,6.697034247666484
Kocaeli,410.000 TL,Volkswagen,Golf,1.6 Primeline,237.800 km,2003.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,13,0,0,410000,237800.0,2003.0,105.0,1595.0,21.0,11323.809523809523,26.0,12.923914877701906,809,6.697034247666484
İzmir,645.000 TL,Volkswagen,Polo,1.6 TDi Comfortline,170.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,11,0,2,0,0,645000,170000.0,2013.0,90.0,1598.0,11.0,15454.545454545454,4.0,13.377007146164305,809,6.697034247666484
Bolu,520.000 TL,Volkswagen,Jetta,1.6 Comfortline,294.000 km,2006.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,400,0,0,3,0,10,520000,294000.0,2006.0,102.0,1595.0,18.0,16333.333333333334,6.0,13.161586013632684,809,6.697034247666484
Konya,350.000 TL,Volkswagen,Passat,1.8 T Highline,375.000 km,1998.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,350000,375000.0,1998.0,150.0,1781.0,26.0,14423.076923076924,0.0,12.765691290604371,809,6.697034247666484
İzmir,450.000 TL,Volkswagen,Passat,1.9 TDi Highline,386.500 km,2004.0,Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,4,0,9,0,0,450000,386500.0,2004.0,130.0,1896.0,20.0,19325.0,18.0,13.017005083966255,809,6.697034247666484
Ankara,522.000 TL,Volkswagen,Bora,1.6 Pacific,165.000 km,2004.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,1,0,0,12,522000,165000.0,2004.0,102.0,1595.0,20.0,8250.0,1.0,13.165424782571753,809,6.697034247666484
Çorum,520.000 TL,Volkswagen,Polo,1.2 TDi Trendline,238.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,5,1,5,2,0,520000,238000.0,2012.0,75.0,1199.0,12.0,19833.333333333332,17.0,13.161586013632684,809,6.697034247666484
Elazığ,560.000 TL,Volkswagen,Golf,1.6 Tour,250.000 km,2008.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,10,1,2,0,0,560000,250000.0,2008.0,102.0,1595.0,16.0,15625.0,5.0,13.235693848424024,809,6.697034247666484
Erzurum,645.000 TL,Volkswagen,Passat,1.4 TSi Comfortline,215.000 km,2009.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,8.000,0,0,0,2,11,645000,215000.0,2009.0,122.0,1390.0,15.0,14333.333333333334,6.0,13.377007146164305,809,6.697034247666484
Antalya,420.000 TL,Volkswagen,Polo,1.2 TDi Trendline,270.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı belirtilmemiş,0,0,0,0,13,420000,270000.0,2013.0,75.0,1199.0,11.0,24545.454545454544,0.0,12.948012371209098,809,6.697034247666484
